n_estimators,max_depth,no_of_features,train_accuracy,test_accuracy,selected_features
1,1,1,0.5320962888665998,0.42857142857142855,['sex']
1,1,1,0.5792377131394183,0.5714285714285714,['thalach']
1,1,1,0.5792377131394183,0.5714285714285714,['thalach']
1,1,1,0.5195586760280843,0.5714285714285714,['oldpeak']
1,1,1,0.6058174523570712,0.5714285714285714,['age']
1,1,1,0.5195586760280843,0.5714285714285714,['oldpeak']
1,1,1,0.5195586760280843,0.5714285714285714,['oldpeak']
1,1,1,0.7161484453360081,0.42857142857142855,['ca']
1,1,1,0.5396188565697091,0.42857142857142855,['slope']
1,1,1,0.7161484453360081,0.42857142857142855,['ca']
1,1,1,0.5235707121364093,0.42857142857142855,['cp']
1,1,1,0.5792377131394183,0.5714285714285714,['thalach']
1,1,1,0.7161484453360081,0.42857142857142855,['ca']
1,1,1,0.5235707121364093,0.42857142857142855,['cp']
1,1,1,0.5320962888665998,0.42857142857142855,['sex']
1,1,1,0.5436308926780341,0.5,['chol']
1,1,1,0.5576730190571715,0.5,['fbs']
1,1,1,0.5576730190571715,0.5,['fbs']
1,1,1,0.5792377131394183,0.5714285714285714,['thalach']
1,1,1,0.5320962888665998,0.42857142857142855,['sex']
1,1,2,0.5235707121364093,0.42857142857142855,"['chol', 'cp']"
1,1,2,0.5205616850551655,0.5,"['exang', 'trestbps']"
1,1,2,0.5235707121364093,0.42857142857142855,"['oldpeak', 'cp']"
1,1,2,0.5396188565697091,0.42857142857142855,"['trestbps', 'slope']"
1,1,2,0.6509528585757272,0.5,"['thalach', 'thal']"
1,1,2,0.5576730190571715,0.5,"['thalach', 'fbs']"
1,1,2,0.5792377131394183,0.5714285714285714,"['exang', 'thalach']"
1,1,2,0.5195586760280843,0.5714285714285714,"['restecg', 'oldpeak']"
1,1,2,0.5481444332998997,0.5,"['sex', 'exang']"
1,1,2,0.5436308926780341,0.5,"['oldpeak', 'chol']"
1,1,2,0.5576730190571715,0.5,"['exang', 'fbs']"
1,1,2,0.5320962888665998,0.42857142857142855,"['exang', 'sex']"
1,1,2,0.6509528585757272,0.5,"['ca', 'thal']"
1,1,2,0.5235707121364093,0.42857142857142855,"['thalach', 'cp']"
1,1,2,0.5481444332998997,0.5,"['thal', 'exang']"
1,1,2,0.5792377131394183,0.5714285714285714,"['exang', 'thalach']"
1,1,2,0.7161484453360081,0.42857142857142855,"['chol', 'ca']"
1,1,2,0.7161484453360081,0.42857142857142855,"['fbs', 'ca']"
1,1,2,0.5195586760280843,0.5714285714285714,"['exang', 'oldpeak']"
1,1,2,0.5320962888665998,0.42857142857142855,"['trestbps', 'sex']"
1,1,3,0.5576730190571715,0.5,"['fbs', 'cp', 'exang']"
1,1,3,0.5396188565697091,0.42857142857142855,"['slope', 'age', 'ca']"
1,1,3,0.6509528585757272,0.5,"['thal', 'cp', 'restecg']"
1,1,3,0.5481444332998997,0.5,"['exang', 'chol', 'thal']"
1,1,3,0.5792377131394183,0.5714285714285714,"['thalach', 'thal', 'age']"
1,1,3,0.5235707121364093,0.42857142857142855,"['cp', 'thal', 'restecg']"
1,1,3,0.5205616850551655,0.5,"['trestbps', 'cp', 'sex']"
1,1,3,0.7161484453360081,0.42857142857142855,"['ca', 'sex', 'fbs']"
1,1,3,0.6509528585757272,0.5,"['thal', 'cp', 'exang']"
1,1,3,0.5396188565697091,0.42857142857142855,"['slope', 'oldpeak', 'age']"
1,1,3,0.5195586760280843,0.5714285714285714,"['oldpeak', 'thalach', 'fbs']"
1,1,3,0.6509528585757272,0.5,"['thal', 'exang', 'thalach']"
1,1,3,0.5195586760280843,0.5714285714285714,"['oldpeak', 'trestbps', 'exang']"
1,1,3,0.5792377131394183,0.5714285714285714,"['thalach', 'age', 'thal']"
1,1,3,0.5195586760280843,0.5714285714285714,"['oldpeak', 'cp', 'chol']"
1,1,3,0.7161484453360081,0.42857142857142855,"['ca', 'age', 'sex']"
1,1,3,0.5576730190571715,0.5,"['fbs', 'cp', 'sex']"
1,1,3,0.7161484453360081,0.42857142857142855,"['ca', 'oldpeak', 'cp']"
1,1,3,0.5195586760280843,0.5714285714285714,"['oldpeak', 'thal', 'chol']"
1,1,3,0.6509528585757272,0.5,"['thal', 'age', 'slope']"
1,1,4,0.6058174523570712,0.5714285714285714,"['chol', 'age', 'fbs', 'thalach']"
1,1,4,0.6509528585757272,0.5,"['chol', 'thal', 'oldpeak', 'sex']"
1,1,4,0.5436308926780341,0.5,"['slope', 'trestbps', 'exang', 'chol']"
1,1,4,0.5436308926780341,0.5,"['age', 'exang', 'fbs', 'chol']"
1,1,4,0.5481444332998997,0.5,"['thal', 'slope', 'ca', 'exang']"
1,1,4,0.5235707121364093,0.42857142857142855,"['thalach', 'cp', 'thal', 'slope']"
1,1,4,0.7161484453360081,0.42857142857142855,"['slope', 'ca', 'thal', 'sex']"
1,1,4,0.6509528585757272,0.5,"['chol', 'thal', 'trestbps', 'cp']"
1,1,4,0.5436308926780341,0.5,"['thal', 'chol', 'fbs', 'exang']"
1,1,4,0.5195586760280843,0.5714285714285714,"['thalach', 'cp', 'age', 'oldpeak']"
1,1,4,0.6058174523570712,0.5714285714285714,"['ca', 'oldpeak', 'thal', 'age']"
1,1,4,0.5195586760280843,0.5714285714285714,"['restecg', 'trestbps', 'sex', 'oldpeak']"
1,1,4,0.5792377131394183,0.5714285714285714,"['trestbps', 'cp', 'exang', 'thalach']"
1,1,4,0.7161484453360081,0.42857142857142855,"['thal', 'ca', 'cp', 'oldpeak']"
1,1,4,0.5320962888665998,0.42857142857142855,"['oldpeak', 'sex', 'thal', 'slope']"
1,1,4,0.5792377131394183,0.5714285714285714,"['slope', 'thalach', 'exang', 'cp']"
1,1,4,0.6058174523570712,0.5714285714285714,"['oldpeak', 'fbs', 'sex', 'age']"
1,1,4,0.5195586760280843,0.5714285714285714,"['restecg', 'fbs', 'trestbps', 'oldpeak']"
1,1,4,0.6509528585757272,0.5,"['chol', 'thalach', 'fbs', 'thal']"
1,1,4,0.5807422266800402,0.7857142857142857,"['chol', 'restecg', 'sex', 'oldpeak']"
